-0.94501185,-0.13575742,0.76000000,0.00000000,0.00000000,0.93685486,0.34971843,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,0.00000000,0.00000000,0.00000000,0.20000000,0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000,0.20000000,-0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76000164,0.00000000,0.00000000,0.93685486,0.34971843,-0.31199142,0.00000061,0.00000065,0.66898538,-0.36299314,0.00000000,-0.31199177,-0.00000028,-0.00000027,0.66898510,-0.36299287,0.00000000,0.00000012,0.00000011,0.00000006,0.19999902,0.19999995,-0.00000074,0.60001066,0.00000000,0.00000000,0.00000000,0.19999935,-0.20000021,-0.00000069,0.60001176,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76001312,0.00000000,0.00000000,0.93685486,0.34971843,-0.31193133,0.00000489,0.00000518,0.66888304,-0.36294511,0.00000000,-0.31193420,-0.00000224,-0.00000218,0.66888083,-0.36294300,0.00000000,0.00000100,0.00000091,0.00000050,0.19999216,0.19999956,-0.00000595,0.60008525,0.00000000,0.00000000,0.00000000,0.19999481,-0.20000164,-0.00000553,0.60009405,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76004428,0.00000000,0.00000000,0.93685486,0.34971843,-0.31176823,0.00001649,0.00001749,0.66860526,-0.36281473,0.00000000,-0.31177791,-0.00000757,-0.00000737,0.66859779,-0.36280761,0.00000000,0.00000337,0.00000308,0.00000168,0.19997353,0.19999852,-0.00002009,0.60028771,0.00000000,0.00000000,0.00000000,0.19998249,-0.20000554,-0.00001867,0.60031743,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76010497,0.00000000,0.00000000,0.93685486,0.34971843,-0.31145063,0.00003908,0.00004145,0.66806432,-0.36256085,0.00000000,-0.31147357,-0.00001794,-0.00001747,0.66804662,-0.36254397,0.00000000,0.00000800,0.00000729,0.00000398,0.19993727,0.19999648,-0.00004763,0.60068197,0.00000000,0.00000000,0.00000000,0.19995849,-0.20001314,-0.00004425,0.60075243,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76020501,0.00000000,0.00000000,0.93685486,0.34971843,-0.31092701,0.00007633,0.00008096,0.66717250,-0.36214229,0.00000000,-0.31097182,-0.00003504,-0.00003413,0.66713792,-0.36210932,0.00000000,0.00001562,0.00001424,0.00000776,0.19987748,0.19999313,-0.00009302,0.60133197,0.00000000,0.00000000,0.00000000,0.19991893,-0.20002566,-0.00008642,0.60146959,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76035426,0.00000000,0.00000000,0.93685486,0.34971843,-0.31014588,0.00013190,0.00013991,0.66584207,-0.36151787,0.00000000,-0.31022330,-0.00006055,-0.00005897,0.66578233,-0.36146091,0.00000000,0.00002699,0.00002460,0.00001342,0.19978828,0.19998813,-0.00016074,0.60230165,0.00000000,0.00000000,0.00000000,0.19985992,-0.20004434,-0.00014933,0.60253945,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76056255,0.00000000,0.00000000,0.93685486,0.34971843,-0.30905572,0.00020946,0.00022217,0.66398533,-0.36064644,0.00000000,-0.30917867,-0.00009615,-0.00009365,0.66389046,-0.36055598,0.00000000,0.00004286,0.00003907,0.00002131,0.19966380,0.19998115,-0.00025525,0.60365493,0.00000000,0.00000000,0.00000000,0.19977756,-0.20007041,-0.00023713,0.60403255,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76083972,0.00000000,0.00000000,0.93685486,0.34971843,-0.30760504,0.00031266,0.00033163,0.66151454,-0.35948681,0.00000000,-0.30778857,-0.00014353,-0.00013979,0.66137293,-0.35935179,0.00000000,0.00006398,0.00005832,0.00003181,0.19949814,0.19997186,-0.00038102,0.60545575,0.00000000,0.00000000,0.00000000,0.19966796,-0.20010510,-0.00035396,0.60601943,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76119562,0.00000000,0.00000000,0.93685486,0.34971843,-0.30574233,0.00044518,0.00047218,0.65834199,-0.35799782,0.00000000,-0.30600365,-0.00020436,-0.00019904,0.65814037,-0.35780557,0.00000000,0.00009109,0.00008303,0.00004529,0.19928544,0.19995994,-0.00054251,0.60776806,0.00000000,0.00000000,0.00000000,0.19952723,-0.20014964,-0.00050398,0.60857063,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76164008,0.00000000,0.00000000,0.93685486,0.34971843,-0.30341609,0.00061067,0.00064771,0.65437996,-0.35613830,0.00000000,-0.30377456,-0.00028033,-0.00027303,0.65410338,-0.35587458,0.00000000,0.00012495,0.00011390,0.00006212,0.19901981,0.19994505,-0.00074418,0.61065577,0.00000000,0.00000000,0.00000000,0.19935148,-0.20020527,-0.00069133,0.61175670,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76218295,0.00000000,0.00000000,0.93685486,0.34971843,-0.30057481,0.00081280,0.00086211,0.64954073,-0.35386707,0.00000000,-0.30105194,-0.00037313,-0.00036340,0.64917260,-0.35351607,0.00000000,0.00016631,0.00015160,0.00008268,0.19869537,0.19992686,-0.00099051,0.61418283,0.00000000,0.00000000,0.00000000,0.19913682,-0.20027321,-0.00092016,0.61564816,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76283407,0.00000000,0.00000000,0.93685486,0.34971843,-0.29716700,0.00105524,0.00111925,0.64373658,-0.35114297,0.00000000,-0.29778644,-0.00048442,-0.00047179,0.64325864,-0.35068728,0.00000000,0.00021592,0.00019682,0.00010734,0.19830623,0.19990504,-0.00128595,0.61841317,0.00000000,0.00000000,0.00000000,0.19887935,-0.20035470,-0.00119462,0.62031557,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76360326,0.00000000,0.00000000,0.93685486,0.34971843,-0.29314115,0.00134164,0.00142303,0.63687978,-0.34792483,0.00000000,-0.29392871,-0.00061590,-0.00059984,0.63627213,-0.34734546,0.00000000,0.00027452,0.00025024,0.00013648,0.19784653,0.19987927,-0.00163497,0.62341073,0.00000000,0.00000000,0.00000000,0.19857520,-0.20045097,-0.00151885,0.62582946,0.00000000,0.00000000,0.00000000
-0.94501185,-0.13575742,0.76450039,0.00000000,0.00000000,0.93685486,0.34971843,-0.28844575,0.00167568,0.00177733,0.62888262,-0.34417148,0.00000000,-0.28942939,-0.00076924,-0.00074919,0.62812368,-0.34344786,0.00000000,0.00034287,0.00031254,0.00017046,0.19731036,0.19984921,-0.00204204,0.62923944,0.00000000,0.00000000,0.00000000,0.19822046,-0.20056325,-0.00189701,0.63226037,0.00000000,0.00000000,0.00000000
